country,year,event,event_notes,domestic_notes,external_notes
Austria,1946.0,Currency Crisis,,"Restoration of schilling (150 limit per person). Remainder placed in blocked accounts.  In December 1947, large amounts of previously blocked schillings invalidated and rendered worthless. Temporary blockage of 50 percent of deposits. Source: Pick and Sedillot (1971).","Depression, German occupation, and World War ll"
Austria,1946.0,Inflation Crisis,Inflation level: 44.1,"Restoration of schilling (150 limit per person). Remainder placed in blocked accounts.  In December 1947, large amounts of previously blocked schillings invalidated and rendered worthless. Temporary blockage of 50 percent of deposits. Source: Pick and Sedillot (1971).","Depression, German occupation, and World War ll"
Austria,1947.0,Currency Crisis,,"Restoration of schilling (150 limit per person). Remainder placed in blocked accounts.  In December 1947, large amounts of previously blocked schillings invalidated and rendered worthless. Temporary blockage of 50 percent of deposits. Source: Pick and Sedillot (1971).","Depression, German occupation, and World War ll"
Austria,1947.0,Inflation Crisis,Inflation level: 148.6,"Restoration of schilling (150 limit per person). Remainder placed in blocked accounts.  In December 1947, large amounts of previously blocked schillings invalidated and rendered worthless. Temporary blockage of 50 percent of deposits. Source: Pick and Sedillot (1971).","Depression, German occupation, and World War ll"
Austria,1948.0,Currency Crisis,,"Restoration of schilling (150 limit per person). Remainder placed in blocked accounts.  In December 1947, large amounts of previously blocked schillings invalidated and rendered worthless. Temporary blockage of 50 percent of deposits. Source: Pick and Sedillot (1971).","Depression, German occupation, and World War ll"
Austria,1948.0,Inflation Crisis,Inflation level: 20.0,"Restoration of schilling (150 limit per person). Remainder placed in blocked accounts.  In December 1947, large amounts of previously blocked schillings invalidated and rendered worthless. Temporary blockage of 50 percent of deposits. Source: Pick and Sedillot (1971).","Depression, German occupation, and World War ll"
Austria,1949.0,Currency Crisis,,,"Depression, German occupation, and World War ll"
Austria,1949.0,Inflation Crisis,Inflation level: 29.5,,"Depression, German occupation, and World War ll"
Austria,1950.0,Currency Crisis,,,"Depression, German occupation, and World War ll"
Austria,1951.0,Inflation Crisis,Inflation level: 31.8,,"Depression, German occupation, and World War ll"
Austria,2005.0,Currency Crisis,,,
Austria,2008.0,Banking Crisis,,,
Austria,2009.0,Banking Crisis,,,
Austria,2010.0,Banking Crisis,,,
Austria,2011.0,Banking Crisis,,,
Belgium,1801.0,Inflation Crisis,Inflation level: 27.1,,
Belgium,1802.0,Inflation Crisis,Inflation level: 22.4,,
Belgium,1805.0,Inflation Crisis,Inflation level: 45.2,,
Belgium,1812.0,Inflation Crisis,Inflation level: 50.6,,
Belgium,1816.0,Inflation Crisis,Inflation level: 36.1,,
Belgium,1827.0,Inflation Crisis,Inflation level: 25.0,,
Belgium,1829.0,Inflation Crisis,Inflation level: 24.6,,
Belgium,1830.0,Gain of Independence,,,
Belgium,1832.0,Currency Change,New currency: Belgian franc,,
Belgium,1833.0,Inflation Crisis,Inflation level: 49.5,,
Belgium,1838.0,Banking Crisis,"Two rival banks: Bank of Belgium (created in 1835) and Société Générale. Fear of war led to credit contraction. Société tried to bankrupt the Bank of Belgium by redeeming large amounts of credit, weakening both. Runs on Bank of Belgium; did not suspend payment, but appealed to Treasury for assistance.",,
Belgium,1838.0,Systemic Crisis,,,
Belgium,1839.0,Banking Crisis,"Two rival banks: Bank of Belgium (created in 1835) and Société Générale. Fear of war led to credit contraction. Société tried to bankrupt the Bank of Belgium by redeeming large amounts of credit, weakening both. Runs on Bank of Belgium; did not suspend payment, but appealed to Treasury for assistance.",,
Belgium,1839.0,Systemic Crisis,,,
Belgium,1842.0,Banking Crisis,Bank of Belgium resigned its function of State depository to Société Générale; Société felt impact of crisis—abandoned all branches except Antwerp.,,
Belgium,1842.0,Systemic Crisis,,,
Belgium,1848.0,Banking Crisis,,,
Belgium,1849.0,Systemic Crisis,,,
Belgium,1854.0,Inflation Crisis,Inflation level: 20.0,,
Belgium,1870.0,Banking Crisis,Public fear due to State decisions and burdens; but Bank of Belgium reassured people by continuing payments (raised discount rate and placed restrictions on acceptance of commercial paper)—great cost to commerce and bank.,,
Belgium,1870.0,Systemic Crisis,,,
Belgium,1871.0,Banking Crisis,Public fear due to State decisions and burdens; but Bank of Belgium reassured people by continuing payments (raised discount rate and placed restrictions on acceptance of commercial paper)—great cost to commerce and bank.,,
Belgium,1871.0,Systemic Crisis,,,
Belgium,1878.0,Gold Standard Adoption,,,
Belgium,1914.0,Banking Crisis,,,
Belgium,1914.0,Systemic Crisis,,,
Belgium,1914.0,Currency Crisis,,,
Belgium,1915.0,Gold Standard Suspension,,,
Belgium,1916.0,Currency Crisis,,,
Belgium,1923.0,Inflation Crisis,Inflation level: 22.5,,
Belgium,1925.0,Banking Crisis,,,
Belgium,1925.0,Systemic Crisis,,,
Belgium,1926.0,Banking Crisis,,,
Belgium,1926.0,Inflation Crisis,Inflation level: 39.2,,
Belgium,1926.0,Gold Standard Adoption,,,
Belgium,1931.0,Banking Crisis,,,
Belgium,1931.0,Systemic Crisis,,,
Belgium,1934.0,Banking Crisis,,,
Belgium,1934.0,Systemic Crisis,,,
Belgium,1935.0,Systemic Crisis,,,
Belgium,1935.0,Currency Crisis,,,
Belgium,1936.0,Gold Standard Suspension,,,
Belgium,1939.0,Banking Crisis,,,
Belgium,1944.0,Currency Crisis,,,
Belgium,1982.0,Currency Crisis,,,
Belgium,2005.0,Currency Crisis,,,
Belgium,2008.0,Banking Crisis,,,
Belgium,2008.0,Systemic Crisis,,,
Belgium,2009.0,Banking Crisis,,,
Belgium,2009.0,Systemic Crisis,,,
Belgium,2010.0,Banking Crisis,,,
Belgium,2010.0,Systemic Crisis,,,
Belgium,2011.0,Banking Crisis,,,
Belgium,2011.0,Systemic Crisis,,,
Belgium,2012.0,Banking Crisis,,,
Belgium,2012.0,Systemic Crisis,,,
Belgium,2013.0,Banking Crisis,,,
Belgium,2013.0,Systemic Crisis,,,
Belgium,2014.0,Banking Crisis,,,
Belgium,2014.0,Systemic Crisis,,,
Bolivia,1825.0,Gain of Independence,,,
Bolivia,1863.0,Currency Change,New currency: Boliviano,,
Bolivia,1908.0,Gold Standard Adoption,,,
Bolivia,1915.0,Gold Standard Suspension,,,
Bolivia,1929.0,Gold Standard Adoption,,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Bolivia,1932.0,Currency Crisis,,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1932.0,Gold Standard Suspension,,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1933.0,Currency Crisis,,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1936.0,Currency Crisis,,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1937.0,Currency Crisis,,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1937.0,Inflation Crisis,Inflation level: 72.1,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1938.0,Currency Crisis,,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1938.0,Inflation Crisis,Inflation level: 40.5,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1939.0,Inflation Crisis,Inflation level: 28.5,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1940.0,Inflation Crisis,Inflation level: 35.0,"Arrears of interest lasted until at least 1940. Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",Depression
Bolivia,1941.0,Inflation Crisis,Inflation level: 32.5,,Depression
Bolivia,1942.0,Inflation Crisis,Inflation level: 30.1,,Depression
Bolivia,1950.0,Currency Crisis,,,
Bolivia,1950.0,Inflation Crisis,Inflation level: 21.5,,
Bolivia,1951.0,Inflation Crisis,Inflation level: 26.0,,
Bolivia,1952.0,Inflation Crisis,Inflation level: 31.7,,
Bolivia,1953.0,Currency Crisis,,,
Bolivia,1953.0,Inflation Crisis,Inflation level: 87.9,,
Bolivia,1954.0,Inflation Crisis,Inflation level: 101.0,,
Bolivia,1955.0,Inflation Crisis,Inflation level: 98.1,,
Bolivia,1956.0,Currency Crisis,,,
Bolivia,1956.0,Inflation Crisis,Inflation level: 276.4,,
Bolivia,1957.0,Inflation Crisis,Inflation level: 82.5,,
Bolivia,1958.0,Currency Crisis,,,
Bolivia,1958.0,Inflation Crisis,Inflation level: 48.8,,
Bolivia,1963.0,Currency Crisis,,,
Bolivia,1972.0,Currency Crisis,,,
Bolivia,1973.0,Inflation Crisis,Inflation level: 25.3,,
Bolivia,1974.0,Inflation Crisis,Inflation level: 36.5,,
Bolivia,1975.0,Inflation Crisis,Inflation level: 25.0,,
Bolivia,1979.0,Currency Crisis,,,
Bolivia,1979.0,Inflation Crisis,Inflation level: 33.8,,
Bolivia,1980.0,Inflation Crisis,Inflation level: 47.1,,Oil and interest rate shocks
Bolivia,1981.0,Inflation Crisis,Inflation level: 32.1,,Oil and interest rate shocks
Bolivia,1982.0,Currency Crisis,,"U.S. dollar deposits were forcibly converted into local currency at a significantly distorted exchange rate.  Foreign currency deposits were again allowed in 1985 as part of the stabilization plan when capital controls were lifted. Source: Reinhart, Rogoff, and Savastano (2003).",Oil and interest rate shocks
Bolivia,1982.0,Inflation Crisis,Inflation level: 123.6,"U.S. dollar deposits were forcibly converted into local currency at a significantly distorted exchange rate.  Foreign currency deposits were again allowed in 1985 as part of the stabilization plan when capital controls were lifted. Source: Reinhart, Rogoff, and Savastano (2003).",Oil and interest rate shocks
Bolivia,1983.0,Currency Crisis,,,Oil and interest rate shocks
Bolivia,1983.0,Inflation Crisis,Inflation level: 275.6,,Oil and interest rate shocks
Bolivia,1984.0,Currency Crisis,,Hyperinflation liquidates domestic debt--but that is less than 20% of total public debt.,Oil and interest rate shocks
Bolivia,1984.0,Inflation Crisis,Inflation level: 1281.3,Hyperinflation liquidates domestic debt--but that is less than 20% of total public debt.,Oil and interest rate shocks
Bolivia,1985.0,Currency Crisis,,Hyperinflation liquidates domestic debt--but that is less than 20% of total public debt.,Oil and interest rate shocks
Bolivia,1985.0,Inflation Crisis,Inflation level: 11749.6,Hyperinflation liquidates domestic debt--but that is less than 20% of total public debt.,Oil and interest rate shocks
Bolivia,1986.0,Banking Crisis,Banking system nonperforming loans reached 30% in 1987 and 92% by mid-1988.,,Oil and interest rate shocks
Bolivia,1986.0,Systemic Crisis,,,Oil and interest rate shocks
Bolivia,1986.0,Inflation Crisis,Inflation level: 273.4,,Oil and interest rate shocks
Bolivia,1987.0,Banking Crisis,Banking system nonperforming loans reached 30% in 1987 and 92% by mid-1988.,,Oil and interest rate shocks
Bolivia,1987.0,Systemic Crisis,,,Oil and interest rate shocks
Bolivia,1987.0,Currency Crisis,,,Oil and interest rate shocks
Bolivia,1989.0,Currency Crisis,,,Oil and interest rate shocks
Bolivia,1991.0,Inflation Crisis,Inflation level: 21.4,,Oil and interest rate shocks
Bolivia,1994.0,Banking Crisis,"Two banks, with 11% of banking system assets, closed in 1994. In 1995, four of 15 domestic banks, with 30% of banking system assets, experienced liquidity problems and suffered a high level of nonperforming loans.",,
Bolivia,1995.0,Banking Crisis,"Two banks, with 11% of banking system assets, closed in 1994. In 1995, four of 15 domestic banks, with 30% of banking system assets, experienced liquidity problems and suffered a high level of nonperforming loans.",,
Bolivia,1996.0,Banking Crisis,"Two banks, with 11% of banking system assets, closed in 1994. In 1995, four of 15 domestic banks, with 30% of banking system assets, experienced liquidity problems and suffered a high level of nonperforming loans.",,
Bolivia,1999.0,Banking Crisis,,,
Brazil,1809.0,Inflation Crisis,Inflation level: 39.6,,
Brazil,1810.0,Inflation Crisis,Inflation level: 18.2,,
Brazil,1815.0,Currency Crisis,,,
Brazil,1816.0,Currency Crisis,,,
Brazil,1820.0,Currency Crisis,,,
Brazil,1821.0,Currency Crisis,,,
Brazil,1822.0,Gain of Independence,,,
Brazil,1827.0,Currency Crisis,,,
Brazil,1828.0,Currency Crisis,,,
Brazil,1829.0,Currency Crisis,,,
Brazil,1833.0,Inflation Crisis,Inflation level: 77.5,,
Brazil,1837.0,Currency Crisis,,,
Brazil,1837.0,Inflation Crisis,Inflation level: 24.0,,
Brazil,1842.0,Currency Crisis,,,
Brazil,1843.0,Inflation Crisis,Inflation level: 23.1,,
Brazil,1846.0,Currency Change,New currency: milreis,,
Brazil,1854.0,Inflation Crisis,Inflation level: 31.0,,
Brazil,1868.0,Currency Crisis,,,
Brazil,1885.0,Currency Crisis,,,
Brazil,1888.0,Gold Standard Adoption,,,
Brazil,1889.0,Systemic Crisis,,,
Brazil,1890.0,Banking Crisis,Large government borrowing and currency speculation—the government continually issued more notes. National Bank of Brazil and Bank of US of Brazil merged into Bank of Republic of US of Brazil. The new bank retired the government's paper notes. Financial-sector turmoil led to decline in output.,,
Brazil,1890.0,Systemic Crisis,,,
Brazil,1890.0,Currency Crisis,,,
Brazil,1890.0,Gold Standard Suspension,,,
Brazil,1891.0,Banking Crisis,,,
Brazil,1891.0,Currency Crisis,,,
Brazil,1891.0,Inflation Crisis,Inflation level: 25.1,,
Brazil,1892.0,Inflation Crisis,Inflation level: 24.6,,
Brazil,1893.0,Currency Crisis,,,
Brazil,1897.0,Banking Crisis,Civil War and currency depreciation. A loan from Rothschild's in London helped with an agreement on settling the country's debt.,,
Brazil,1897.0,Systemic Crisis,,,
Brazil,1897.0,Currency Crisis,,,
Brazil,1900.0,Banking Crisis,"Inelastic coffee exports could not respond to currency depreciation; concentrated industry, limited competition, and slowed recovery from deflation. Liquidity injection did not help—deposits ran off and loans recalled.",,Coffee prices collapse
Brazil,1900.0,Systemic Crisis,,,Coffee prices collapse
Brazil,1901.0,Banking Crisis,,,Coffee prices collapse
Brazil,1901.0,Systemic Crisis,,,Coffee prices collapse
Brazil,1906.0,Gold Standard Adoption,,,Coffee prices collapse
Brazil,1914.0,Banking Crisis,,,End of rubber boom and coffee price drop
Brazil,1914.0,Systemic Crisis,,,End of rubber boom and coffee price drop
Brazil,1914.0,Currency Crisis,,,End of rubber boom and coffee price drop
Brazil,1915.0,Currency Crisis,,,End of rubber boom and coffee price drop
Brazil,1915.0,Gold Standard Suspension,,,End of rubber boom and coffee price drop
Brazil,1920.0,Currency Crisis,,,
Brazil,1921.0,Currency Crisis,,,
Brazil,1923.0,Banking Crisis,,,
Brazil,1923.0,Systemic Crisis,,,
Brazil,1923.0,Currency Crisis,,,
Brazil,1923.0,Inflation Crisis,Inflation level: 20.3,,
Brazil,1926.0,Banking Crisis,,,
Brazil,1926.0,Systemic Crisis,,,
Brazil,1926.0,Currency Crisis,,,
Brazil,1928.0,Gold Standard Adoption,,,
Brazil,1929.0,Banking Crisis,,,
Brazil,1929.0,Systemic Crisis,,,
Brazil,1930.0,Currency Crisis,,,
Brazil,1930.0,Gold Standard Suspension,,,
Brazil,1931.0,Currency Crisis,,,Depression
Brazil,1934.0,Currency Crisis,,,Depression
Brazil,1935.0,Currency Crisis,,,Depression
Brazil,1942.0,Currency Change,New currency: cruzeiro,,Depression
Brazil,1946.0,Inflation Crisis,Inflation level: 25.5,,
Brazil,1947.0,Inflation Crisis,Inflation level: 22.9,,
Brazil,1949.0,Currency Crisis,,,
Brazil,1952.0,Currency Crisis,,,
Brazil,1952.0,Inflation Crisis,Inflation level: 27.2,,
Brazil,1953.0,Currency Crisis,,,
Brazil,1954.0,Currency Crisis,,,
Brazil,1954.0,Inflation Crisis,Inflation level: 22.4,,
Brazil,1956.0,Inflation Crisis,Inflation level: 25.8,,
Brazil,1957.0,Currency Crisis,,,
Brazil,1958.0,Currency Crisis,,,
Brazil,1958.0,Inflation Crisis,Inflation level: 22.6,,
